0,0,17
0,1,16
0,2,0
0,3,0
0,4,0
0,5,0
0,6,1
0,7,0
0,8,0
0,9,0
0,10,10
0,11,24
0,12,0
0,13,9
0,14,0
0,15,0
0,16,15
0,17,7
0,18,0
0,19,0
0,20,11
0,21,0
0,22,6
0,23,12
0,24,18
1,0,0
1,1,0
1,2,0
1,3,20
1,4,2
1,5,8
1,6,0
1,7,15
1,8,0
1,9,25
1,10,13
1,11,1
1,12,0
1,13,0
1,14,19
1,15,0
1,16,0
1,17,12
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
2,0,0
2,1,0
2,2,6
2,3,0
2,4,1
2,5,16
2,6,0
2,7,2
2,8,14
2,9,0
2,10,22
2,11,18
2,12,0
2,13,4
2,14,0
2,15,0
2,16,19
2,17,0
2,18,0
2,19,0
2,20,8
2,21,10
2,22,13
2,23,24
2,24,20
3,0,18
3,1,22
3,2,14
3,3,10
3,4,0
3,5,23
3,6,17
3,7,0
3,8,19
3,9,0
3,10,0
3,11,16
3,12,3
3,13,25
3,14,12
3,15,0
3,16,13
3,17,0
3,18,1
3,19,0
3,20,0
3,21,0
3,22,5
3,23,0
3,24,0
4,0,3
4,1,0
4,2,0
4,3,12
4,4,0
4,5,24
4,6,0
4,7,6
4,8,20
4,9,18
4,10,0
4,11,0
4,12,0
4,13,11
4,14,0
4,15,0
4,16,0
4,17,14
4,18,16
4,19,10
4,20,0
4,21,17
4,22,0
4,23,25
4,24,9
5,0,0
5,1,0
5,2,0
5,3,0
5,4,6
5,5,0
5,6,5
5,7,0
5,8,25
5,9,10
5,10,7
5,11,0
5,12,0
5,13,14
5,14,0
5,15,11
5,16,12
5,17,18
5,18,20
5,19,0
5,20,2
5,21,0
5,22,21
5,23,0
5,24,0
6,0,14
6,1,0
6,2,0
6,3,0
6,4,12
6,5,4
6,6,0
6,7,0
6,8,0
6,9,0
6,10,5
6,11,17
6,12,0
6,13,6
6,14,0
6,15,0
6,16,3
6,17,0
6,18,0
6,19,22
6,20,24
6,21,7
6,22,0
6,23,0
6,24,0
7,0,0
7,1,10
7,2,4
7,3,3
7,4,22
7,5,0
7,6,0
7,7,11
7,8,7
7,9,24
7,10,0
7,11,13
7,12,0
7,13,0
7,14,0
7,15,21
7,16,0
7,17,0
7,18,0
7,19,6
7,20,18
7,21,25
7,22,16
7,23,0
7,24,17
8,0,20
8,1,7
8,2,0
8,3,0
8,4,21
8,5,0
8,6,2
8,7,0
8,8,18
8,9,17
8,10,0
8,11,4
8,12,0
8,13,0
8,14,0
8,15,24
8,16,0
8,17,16
8,18,0
8,19,8
8,20,0
8,21,0
8,22,0
8,23,5
8,24,15
9,0,0
9,1,23
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,8
9,8,9
9,9,0
9,10,0
9,11,0
9,12,25
9,13,0
9,14,18
9,15,0
9,16,0
9,17,0
9,18,7
9,19,4
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
10,0,22
10,1,24
10,2,12
10,3,0
10,4,15
10,5,0
10,6,0
10,7,17
10,8,0
10,9,0
10,10,0
10,11,6
10,12,0
10,13,0
10,14,0
10,15,7
10,16,5
10,17,20
10,18,21
10,19,0
10,20,16
10,21,14
10,22,0
10,23,0
10,24,0
11,0,11
11,1,21
11,2,0
11,3,1
11,4,0
11,5,0
11,6,22
11,7,12
11,8,5
11,9,0
11,10,0
11,11,0
11,12,19
11,13,20
11,14,23
11,15,0
11,16,17
11,17,6
11,18,13
11,19,25
11,20,0
11,21,3
11,22,0
11,23,18
11,24,0
12,0,0
12,1,0
12,2,13
12,3,0
12,4,0
12,5,15
12,6,19
12,7,24
12,8,4
12,9,0
12,10,21
12,11,7
12,12,0
12,13,18
12,14,1
12,15,0
12,16,10
12,17,9
12,18,22
12,19,11
12,20,0
12,21,0
12,22,17
12,23,0
12,24,0
13,0,0
13,1,4
13,2,0
13,3,8
13,4,0
13,5,25
13,6,9
13,7,7
13,8,3
13,9,0
13,10,12
13,11,14
13,12,17
13,13,0
13,14,0
13,15,0
13,16,16
13,17,24
13,18,18
13,19,0
13,20,0
13,21,5
13,22,0
13,23,13
13,24,2
14,0,0
14,1,0
14,2,0
14,3,7
14,4,9
14,5,0
14,6,8
14,7,20
14,8,6
14,9,13
14,10,0
14,11,0
14,12,0
14,13,5
14,14,0
14,15,0
14,16,0
14,17,2
14,18,0
14,19,0
14,20,22
14,21,0
14,22,19
14,23,23
14,24,1
15,0,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,1
15,6,4
15,7,0
15,8,0
15,9,0
15,10,16
15,11,0
15,12,5
15,13,0
15,14,0
15,15,0
15,16,6
15,17,21
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,15
15,24,0
16,0,15
16,1,6
16,2,0
16,3,0
16,4,0
16,5,7
16,6,0
16,7,5
16,8,0
16,9,21
16,10,0
16,11,0
16,12,0
16,13,24
16,14,0
16,15,9
16,16,22
16,17,0
16,18,14
16,19,0
16,20,19
16,21,0
16,22,0
16,23,20
16,24,11
17,0,19
17,1,0
17,2,22
17,3,21
17,4,18
17,5,11
17,6,0
17,7,0
17,8,0
17,9,15
17,10,0
17,11,0
17,12,0
17,13,23
17,14,0
17,15,3
17,16,2
17,17,8
17,18,0
17,19,0
17,20,17
17,21,1
17,22,4
17,23,14
17,24,0
18,0,0
18,1,0
18,2,0
18,3,23
18,4,5
18,5,20
18,6,0
18,7,0
18,8,24
18,9,0
18,10,0
18,11,10
18,12,0
18,13,21
18,14,15
18,15,0
18,16,0
18,17,0
18,18,0
18,19,16
18,20,25
18,21,0
18,22,0
18,23,0
18,24,8
19,0,0
19,1,0
19,2,25
19,3,0
19,4,24
19,5,0
19,6,14
19,7,19
19,8,12
19,9,9
19,10,0
19,11,22
19,12,0
19,13,0
19,14,20
19,15,13
19,16,1
19,17,0
19,18,11
19,19,0
19,20,5
19,21,0
19,22,0
19,23,0
19,24,0
20,0,13
20,1,1
20,2,0
20,3,11
20,4,0
20,5,18
20,6,23
20,7,14
20,8,0
20,9,0
20,10,0
20,11,20
20,12,0
20,13,0
20,14,0
20,15,12
20,16,9
20,17,19
20,18,0
20,19,17
20,20,0
20,21,16
20,22,0
20,23,0
20,24,25
21,0,0
21,1,0
21,2,18
21,3,0
21,4,0
21,5,0
21,6,16
21,7,0
21,8,11
21,9,0
21,10,14
21,11,9
21,12,12
21,13,15
21,14,0
21,15,0
21,16,24
21,17,0
21,18,5
21,19,1
21,20,0
21,21,8
21,22,22
21,23,4
21,24,3
22,0,16
22,1,15
22,2,21
22,3,6
22,4,10
22,5,0
22,6,0
22,7,0
22,8,8
22,9,0
22,10,0
22,11,25
22,12,0
22,13,2
22,14,24
22,15,0
22,16,20
22,17,3
22,18,0
22,19,7
22,20,12
22,21,0
22,22,9
22,23,0
22,24,0
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,21
23,8,0
23,9,0
23,10,23
23,11,0
23,12,0
23,13,10
23,14,3
23,15,4
23,16,0
23,17,13
23,18,0
23,19,18
23,20,1
23,21,11
23,22,0
23,23,0
23,24,0
24,0,12
24,1,9
24,2,3
24,3,0
24,4,20
24,5,0
24,6,0
24,7,25
24,8,15
24,9,0
24,10,0
24,11,8
24,12,0
24,13,13
24,14,4
24,15,0
24,16,0
24,17,0
24,18,6
24,19,0
24,20,0
24,21,0
24,22,0
24,23,7
24,24,14
